go_term_qid,go_props_qid,id,go_termLabel
Q21101896,P682,GO:0042766,nucleosome mobilization
Q21101897,P682,GO:0048096,chromatin-mediated maintenance of transcription
Q21101903,P682,GO:0007018,microtubule-based movement
Q21101905,P682,GO:0072383,plus-end-directed vesicle transport along microtubule
Q21101906,P682,GO:0007100,mitotic centrosome separation
Q21101914,P682,GO:0061299,retina vasculature morphogenesis in camera-type eye
Q21101915,P682,GO:2000297,negative regulation of synapse maturation
Q21101918,P682,GO:0048588,developmental cell growth
Q21101921,P682,GO:0034773,histone H4-K20 trimethylation
Q21101922,P682,GO:0036124,histone H3-K9 trimethylation
Q21101923,P682,GO:0080182,histone H3-K4 trimethylation
Q21101924,P682,GO:0097368,establishment of Sertoli cell barrier
Q21101927,P682,GO:0035887,aortic smooth muscle cell differentiation
Q21101930,P682,GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II
Q21101933,P682,GO:0044319,"wound healing, spreading of cells"
Q21101934,P682,GO:0060193,positive regulation of lipase activity
Q14888408,P682,GO:0006576,cellular biogenic amine metabolic process
Q14888434,P682,GO:0042443,phenylethylamine metabolic process
Q14888525,P682,GO:0001694,histamine biosynthetic process
Q14888526,P682,GO:0006547,histidine metabolic process
Q14888527,P682,GO:0006548,histidine catabolic process
Q14888533,P682,GO:0001692,histamine metabolic process
Q14888535,P682,GO:0019752,carboxylic acid metabolic process
Q14888544,P682,GO:0001659,temperature homeostasis
Q14888545,P682,GO:0002087,regulation of respiratory gaseous exchange by nervous system process
Q14888546,P682,GO:0002793,positive regulation of peptide secretion
Q14888547,P682,GO:0003093,regulation of glomerular filtration
Q14888548,P682,GO:0006612,protein targeting to membrane
Q14888549,P682,GO:0014050,negative regulation of glutamate secretion
Q14888550,P682,GO:0032229,"negative regulation of synaptic transmission, GABAergic"
Q14888551,P682,GO:0032244,positive regulation of nucleoside transport
Q14888554,P682,GO:0032900,negative regulation of neurotrophin production
Q14888560,P682,GO:0043268,positive regulation of potassium ion transport
Q14888571,P682,GO:0051967,"negative regulation of synaptic transmission, glutamatergic"
Q14888575,P682,GO:0060087,relaxation of vascular associated smooth muscle
Q14888601,P682,GO:0001973,G protein-coupled adenosine receptor signaling pathway
Q14888623,P682,GO:0055117,regulation of cardiac muscle contraction
Q14888939,P682,GO:0009190,cyclic nucleotide biosynthetic process
Q14888944,P682,GO:0006892,post-Golgi vesicle-mediated transport
Q14888945,P682,GO:0016071,mRNA metabolic process
Q14889331,P682,GO:0045542,positive regulation of cholesterol biosynthetic process
Q14889332,P682,GO:0060681,branch elongation involved in ureteric bud branching
Q14889333,P682,GO:0072163,mesonephric epithelium development
Q14889336,P682,GO:0060038,cardiac muscle cell proliferation
Q14889526,P682,GO:0030916,otic vesicle formation
Q14889527,P682,GO:0048752,semicircular canal morphogenesis
Q14889528,P682,GO:0055026,negative regulation of cardiac muscle tissue development
Q14889540,P682,GO:0002540,leukotriene production involved in inflammatory response
Q14889541,P682,GO:0006691,leukotriene metabolic process
Q14889542,P682,GO:0019370,leukotriene biosynthetic process
Q14889543,P682,GO:0019372,lipoxygenase pathway
Q14889544,P682,GO:2001300,lipoxin metabolic process
Q14889729,P682,GO:0001707,mesoderm formation
Q14889734,P682,GO:0001953,negative regulation of cell-matrix adhesion
Q14889742,P682,GO:0014010,Schwann cell proliferation
Q14889747,P682,GO:0022408,negative regulation of cell-cell adhesion
Q14889752,P682,GO:0035330,regulation of hippo signaling
Q14889767,P682,GO:0045216,cell-cell junction organization
Q14889772,P682,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT
Q14889777,P682,GO:0070306,lens fiber cell differentiation
Q14890010,P682,GO:0001992,regulation of systemic arterial blood pressure by vasopressin
Q14890023,P682,GO:0042631,cellular response to water deprivation
Q14890026,P682,GO:0010035,response to inorganic substance
Q14890034,P682,GO:0032609,interferon-gamma production
Q14890071,P682,GO:0035606,peptidyl-cysteine S-trans-nitrosylation
Q14890096,P682,GO:0009403,toxin biosynthetic process
Q14890097,P682,GO:0018894,dibenzo-p-dioxin metabolic process
Q21114406,P682,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid"
Q21114414,P682,GO:0016576,histone dephosphorylation
Q21114421,P682,GO:0036265,RNA (guanine-N7)-methylation
Q21114439,P682,GO:0061572,actin filament bundle organization
Q21114440,P682,GO:0061182,negative regulation of chondrocyte development
Q21114451,P682,GO:0071600,otic vesicle morphogenesis
Q21114452,P682,GO:0072513,positive regulation of secondary heart field cardioblast proliferation
Q21114478,P682,GO:0032620,interleukin-17 production
Q21114483,P682,GO:0097091,synaptic vesicle clustering
Q21114496,P682,GO:0070475,rRNA base methylation
Q21114504,P682,GO:0033687,osteoblast proliferation
Q21114510,P682,GO:0002803,positive regulation of antibacterial peptide production
Q21114512,P682,GO:1902946,protein localization to early endosome
Q21114514,P682,GO:0021649,vestibulocochlear nerve structural organization
Q21114515,P682,GO:0021828,gonadotrophin-releasing hormone neuronal migration to the hypothalamus
Q21114516,P682,GO:0036486,ventral trunk neural crest cell migration
Q21114517,P682,GO:0038190,VEGF-activated neuropilin signaling pathway
Q21114518,P682,GO:0060301,positive regulation of cytokine activity
Q21114519,P682,GO:0060666,dichotomous subdivision of terminal units involved in salivary gland branching
Q21114520,P682,GO:0061551,trigeminal ganglion development
Q21114521,P682,GO:0061552,ganglion morphogenesis
Q21114522,P682,GO:0090259,regulation of retinal ganglion cell axon guidance
Q21114523,P682,GO:0097102,endothelial tip cell fate specification
Q21114524,P682,GO:0097490,sympathetic neuron projection extension
Q21114525,P682,GO:0097491,sympathetic neuron projection guidance
Q21114526,P682,GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance
Q21114527,P682,GO:1902336,positive regulation of retinal ganglion cell axon guidance
Q21114528,P682,GO:1902378,VEGF-activated neuropilin signaling pathway involved in axon guidance
Q21114529,P682,GO:1903375,facioacoustic ganglion development
Q21114546,P682,GO:0001912,positive regulation of leukocyte mediated cytotoxicity
Q21114548,P682,GO:1900117,regulation of execution phase of apoptosis
Q21114549,P682,GO:0060980,cell migration involved in coronary vasculogenesis
Q21114557,P682,GO:1990402,embryonic liver development
Q21114580,P682,GO:0001505,regulation of neurotransmitter levels
Q21114592,P682,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly
Q21114599,P682,GO:0071140,resolution of mitotic recombination intermediates
Q21114600,P682,GO:0071139,resolution of recombination intermediates
Q21114605,P682,GO:0002682,regulation of immune system process
Q21114606,P682,GO:0006751,glutathione catabolic process
Q21114609,P682,GO:0033580,protein galactosylation at cell surface
Q21114622,P682,GO:0042351,'de novo' GDP-L-fucose biosynthetic process
Q21114627,P682,GO:0022618,ribonucleoprotein complex assembly
Q21114628,P682,GO:2000233,negative regulation of rRNA processing
Q21114634,P682,GO:0032648,regulation of interferon-beta production
Q21114638,P682,GO:1903827,regulation of cellular protein localization
Q21114642,P682,GO:1990637,response to prolactin
Q21114652,P682,GO:0014820,tonic smooth muscle contraction
Q21114659,P682,GO:0071500,cellular response to nitrosative stress
Q21114660,P682,GO:1902882,regulation of response to oxidative stress
Q21114661,P682,GO:1901858,regulation of mitochondrial DNA metabolic process
Q21114663,P682,GO:1904120,positive regulation of otic vesicle morphogenesis
Q21114676,P682,GO:0000964,mitochondrial RNA 5'-end processing
Q21114682,P682,GO:1903259,exon-exon junction complex disassembly
Q21114686,P682,GO:0006021,inositol biosynthetic process
Q21114706,P682,GO:0035750,protein localization to myelin sheath abaxonal region
Q21114713,P682,GO:0061300,cerebellum vasculature development
Q21114714,P682,GO:0033108,mitochondrial respiratory chain complex assembly
Q21114715,P682,GO:0006627,protein processing involved in protein targeting to mitochondrion
Q21114758,P682,GO:0021524,visceral motor neuron differentiation
Q21114759,P682,GO:0048880,sensory system development
Q21114760,P682,GO:0048936,peripheral nervous system neuron axonogenesis
Q21114761,P682,GO:1901258,positive regulation of macrophage colony-stimulating factor production
Q21114765,P682,GO:1902225,negative regulation of acrosome reaction
Q21114781,P682,GO:1902572,negative regulation of serine-type peptidase activity
Q21114789,P682,GO:1901726,negative regulation of histone deacetylase activity
Q21114804,P682,GO:0035574,histone H4-K20 demethylation
Q21114806,P682,GO:0071557,histone H3-K27 demethylation
Q21114810,P682,GO:0072718,response to cisplatin
Q21114820,P682,GO:0007290,spermatid nucleus elongation
Q21114821,P682,GO:0036123,histone H3-K9 dimethylation
Q21114822,P682,GO:0046293,formaldehyde biosynthetic process
Q21114828,P682,GO:0021740,principal sensory nucleus of trigeminal nerve development
Q21114844,P682,GO:0032425,positive regulation of mismatch repair
Q21114875,P682,GO:0031449,regulation of slow-twitch skeletal muscle fiber contraction
Q21114893,P682,GO:0044795,trans-Golgi network to recycling endosome transport
Q21114921,P682,GO:0010789,meiotic sister chromatid cohesion involved in meiosis I
Q21114923,P682,GO:0042138,meiotic DNA double-strand break formation
Q21114925,P682,GO:0036257,multivesicular body organization
Q21114926,P682,GO:0097278,complement-dependent cytotoxicity
Q21114927,P682,GO:1903435,positive regulation of constitutive secretory pathway
Q21114936,P682,GO:0038128,ERBB2 signaling pathway
Q21114937,P682,GO:0016072,rRNA metabolic process
Q21114940,P682,GO:0010727,negative regulation of hydrogen peroxide metabolic process
Q21114941,P682,GO:1903209,positive regulation of oxidative stress-induced cell death
Q21114947,P682,GO:0000160,phosphorelay signal transduction system
Q21114963,P682,GO:0051665,membrane raft localization
Q21114966,P682,GO:0019074,viral RNA genome packaging
Q21114986,P682,GO:0031999,negative regulation of fatty acid beta-oxidation
Q21114987,P682,GO:0060709,glycogen cell differentiation involved in embryonic placenta development
Q21114988,P682,GO:1901976,regulation of cell cycle checkpoint
Q21106092,P682,GO:2000813,negative regulation of barbed-end actin filament capping
Q21106095,P682,GO:1900024,regulation of substrate adhesion-dependent cell spreading
Q21106106,P682,GO:1902667,regulation of axon guidance
Q21106109,P682,GO:2000001,regulation of DNA damage checkpoint
Q21109448,P682,GO:0030505,inorganic diphosphate transport
Q21109452,P682,GO:2000369,regulation of clathrin-dependent endocytosis
Q21109461,P682,GO:0014063,negative regulation of serotonin secretion
Q21109464,P682,GO:0001920,negative regulation of receptor recycling
Q21109466,P682,GO:0048203,"vesicle targeting, trans-Golgi to endosome"
Q21109481,P682,GO:0005981,regulation of glycogen catabolic process
Q21109491,P682,GO:0018193,peptidyl-amino acid modification
Q21109495,P682,GO:0051653,spindle localization
Q21109497,P682,GO:0051445,regulation of meiotic cell cycle
Q21109498,P682,GO:0090306,spindle assembly involved in meiosis
Q21109505,P682,GO:0035519,protein K29-linked ubiquitination
Q21109506,P682,GO:0090085,regulation of protein deubiquitination
Q21109511,P682,GO:0009312,oligosaccharide biosynthetic process
Q21109516,P682,GO:0050651,dermatan sulfate proteoglycan biosynthetic process
Q21109526,P682,GO:1904283,negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I
Q21109527,P682,GO:1990641,response to iron ion starvation
Q21109528,P682,GO:2001186,"negative regulation of CD8-positive, alpha-beta T cell activation"
Q21109530,P682,GO:1904434,positive regulation of ferrous iron binding
Q21109531,P682,GO:1904437,positive regulation of transferrin receptor binding
Q21109532,P682,GO:1900121,negative regulation of receptor binding
Q21109533,P682,GO:0002626,negative regulation of T cell antigen processing and presentation
Q21109537,P682,GO:0016269,"O-glycan processing, core 3"
Q21109539,P682,GO:0009101,glycoprotein biosynthetic process
Q21109554,P682,GO:0009082,branched-chain amino acid biosynthetic process
Q21109556,P682,GO:0006550,isoleucine catabolic process
Q21109557,P682,GO:0006551,leucine metabolic process
Q21109558,P682,GO:0010817,regulation of hormone levels
Q21109568,P682,GO:2000646,positive regulation of receptor catabolic process
Q21109570,P682,GO:1902202,regulation of hepatocyte growth factor receptor signaling pathway
Q21109572,P682,GO:1990264,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity
Q21109583,P682,GO:2000074,regulation of type B pancreatic cell development
Q21109584,P682,GO:2000323,negative regulation of glucocorticoid receptor signaling pathway
Q21109602,P682,GO:0031627,telomeric loop formation
Q21109604,P682,GO:0032214,negative regulation of telomere maintenance via semi-conservative replication
Q21109605,P682,GO:1903770,negative regulation of beta-galactosidase activity
Q21109606,P682,GO:1903824,negative regulation of telomere single strand break repair
Q21109613,P682,GO:0016578,histone deubiquitination
Q21109615,P682,GO:0008039,synaptic target recognition
Q21109618,P682,GO:1902115,regulation of organelle assembly
Q21109627,P682,GO:0048024,"regulation of mRNA splicing, via spliceosome"
Q21109628,P682,GO:0018395,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
Q21109631,P682,GO:0070078,histone H3-R2 demethylation
